"residx_perfrl","residx_baplus_all","residx_sesall","residx_singmom_all","residx_snap_all","residx_corsup","residx_elmgui","residx_inlf_fem","residx_perell","residx_ppexp_tot","residx_unemp_all","residy_perfrl","residy_baplus_all","residy_sesall","residy_singmom_all","residy_snap_all","residy_corsup","residy_elmgui","residy_inlf_fem","residy_perell","residy_ppexp_tot","residy_unemp_all"
0.00285521907157876,0.0068504578370385,0.00530094532482628,0.00285521907157876,-0.0194629587953943,1.31573187631352,-2.04610607977325,-0.0165712901459554,0.0877468010471839,-1129.51538752225,-0.0165344160361872,-0.00759343199953935,-0.0006462808167449,-0.0226732007459177,-0.00759343199953935,-0.00829310558405132,-0.005617288156886,-0.00692350259369788,-0.00523959145919524,-0.044173228391772,-0.00204897986477809,-0.000785052222780169
0.100370751768007,0.0114658416227785,0.065111557627763,0.100370751768007,-0.0189948252431667,5.65933301489871,1.60759913488449,-0.0593402988905414,-0.0353910999271771,-2046.98465273586,-0.00686110803977854,-0.0790307706351238,0.00698264883852941,0.00141477146240337,-0.0790307706351238,-0.00377752372900899,-0.00198300921668049,0.000292994283332993,-0.00045353597835934,0.0147236320302061,0.00509520374643725,0.000976933577287964
0.0252986348883625,0.122924230389448,0.322784061968361,0.0252986348883625,-0.0195066548578911,3.66790400370393,4.76752750420163,-0.036598957561727,-0.0166320374756651,-4336.66656271579,0.00174443393228404,-0.265290046202455,-0.160812524900351,-0.0645181362388812,-0.265290046202455,-0.248531718548928,-0.246288537784864,-0.241987697335079,-0.245312083975393,-0.238248987083892,-0.232846726184477,-0.246087566901013
0.0185552835086765,0.108061699695879,0.437740269714206,0.0185552835086765,0.00566318457731206,10.1810252966211,-3.91769001639593,-0.0616286767258766,-0.00730103517228114,-5953.73276910071,-0.000240073915688487,-0.0240650348681902,0.0649131494402239,0.1827408902812,-0.0240650348681902,-0.00877598922742437,-0.0115270550018593,-0.0125974680599624,-0.00913506343680659,-0.00639754638582005,0.00788771977103028,-0.00955946694928192
0.0536844881560584,0.00270899793323595,0.0643515427017528,0.0536844881560584,-0.0351585093183748,-2.19906938033472,-3.61014705727125,-0.0631390902490081,0.00140811195520486,-3992.01019977043,-0.00173060544123986,-0.355658799175744,-0.312015074578693,-0.284022357748057,-0.355658799175744,-0.31916116985854,-0.313473089067644,-0.31662184471879,-0.313380665166876,-0.314506364253856,-0.30214061142875,-0.313403636299267
0.012597824562805,-0.0452380134810193,-0.00196773946592895,0.012597824562805,0.0228368444534489,1.25244450811135,-0.930121858913357,-0.113579168743106,0.0272267472322111,-2052.02162268003,-0.00469245463097104,-0.0146217762929325,-0.0360231073501634,-0.0140481249158001,-0.0146217762929325,-0.00139073040778148,-0.00505251315974098,-0.00552411669473603,-0.00391376672067772,-0.016858318290855,0.00121766615591051,-0.00351699451136643
-0.0462763447716806,0.0482865619522666,0.120388235822123,-0.0462763447716806,-0.00742698882027372,1.89090473630349,-0.831016946426737,-0.000993933931361761,-0.00590758625068965,-4737.92569853643,0.00501178109473817,-0.197494735705448,-0.200197830211723,-0.16427326173178,-0.197494735705448,-0.234619948288447,-0.233858187416293,-0.234135411200384,-0.233497200500134,-0.230892786117512,-0.219567812813977,-0.234895362000369
0.026192901707093,-0.00309654678024041,0.0877142648197426,0.026192901707093,0.000843302378181829,4.23185386394634,-3.24757884784634,0.008977388180792,-0.0286329688925864,-3851.03082616476,-0.000932819619279131,-0.0587031808208461,-0.0404568698687798,-0.0325433529241647,-0.0587031808208461,-0.0381943380046342,-0.0391110903218216,-0.0407840762280977,-0.0383924453200065,-0.0256594306078758,-0.0269925475227022,-0.038062162557499
-0.116694006867662,0.13614935512396,0.0220429844597823,-0.116694006867662,-0.0341433569768477,1.66406055904733,-2.35615715974677,-0.0317178255047916,-0.0465953615810622,-4171.25945525627,-0.0336169339748455,0.0896612664307806,0.0927683225923523,0.0138766743659557,0.0896612664307806,-0.006270392038669,-0.00145601129350279,-0.00293234700070883,-0.000892601729333251,0.0194591575226276,0.0111250749156886,0.00817986853856955
0.153536438520196,0.0624399686656271,0.372526123062572,0.153536438520196,0.0198831021960652,2.18310099456106,-6.25492851428619,-0.0161977462930088,-0.086574073762083,-2355.03858089161,0.00529012854485871,-0.365693354354696,-0.203147415612292,-0.0981854024445766,-0.365693354354696,-0.243232940039236,-0.246625122370028,-0.250961600065179,-0.246088447259154,-0.207934462608824,-0.239289802610952,-0.247684950484138
