"cs_mn_avg_ol","perfrl","baplus_all","sesall","singmom_all","snap_all","corsup","elmgui","inlf_fem","perell","ppexp_tot","unemp_all"
-0.313425910838746,0.602453887462616,0.144099622964859,-0.714758276939392,0.314814805984497,0.219576716423035,7.25999975204468,2.41666674613953,0.657586812973022,0.161426037549973,11239.5166015625,0.0366673246026039
-0.226889529856353,0.600223541259766,0.122213378548622,-0.251325905323029,0.17905405163765,0.182432428002357,14.3760004043579,5.33333349227905,0.602652728557587,0.0618518479168415,9647.46875,0.0396496802568436
0.224198752578071,0.180616676807404,0.586881279945374,1.28819346427917,0.204851746559143,0.0303234495222569,30.2000007629395,14.6683330535889,0.730146169662476,0.041436105966568,12287.291015625,0.0401219725608826
0.498209889637955,0.161109700798988,0.600342333316803,1.39201021194458,0.215189874172211,0.0516877621412277,19.6000003814697,4.41666650772095,0.704905390739441,0.0279819779098034,11003.47265625,0.0272084325551987
-0.387505466159817,0.480386346578598,0.259697258472443,-0.0047832103446126,0.337209314107895,0.110465116798878,0.359999984502792,0.5,0.669713973999023,0.0595150887966156,10099.3544921875,0.0395774208009243
-0.156174073892314,0.518269598484039,0.152873560786247,-0.185330256819725,0.235602095723152,0.214659690856934,4.17000007629395,1.83333337306976,0.569304764270782,0.077986516058445,10139.9892578125,0.0280459765344858
0.253085268293769,0.0780322253704071,0.446689903736115,1.4120569229126,0.122549019753933,0.0147058824077249,6.84999990463257,2.66666674613953,0.773644268512726,0.0123123740777373,10880.1025390625,0.0397212542593479
-0.186142583145614,0.516678869724274,0.183000862598419,-0.594942033290863,0.334261834621429,0.22284123301506,6.30000019073486,1.33333337306976,0.71257358789444,0.0201493222266436,8952.5986328125,0.0487857758998871
-0.153620611950193,0.518936455249786,0.203691050410271,-1.38214802742004,0.357512950897217,0.331606209278107,2.3199999332428,1,0.620190143585205,0.00646589929237962,9207.109375,0.0401002503931522
-0.735704342150725,0.863300204277039,0.220417261123657,-2.07331895828247,0.557522118091583,0.410029500722885,5.5,1.41666662693024,0.634494125843048,0.0114714978262782,10613.490234375,0.0720656141638756
0.338987558343711,0.263946115970612,0.281004697084427,-0.337343662977219,0.298850566148758,0.201149418950081,3.42200016975403,0.0833333358168602,0.712480247020721,0.0050428444519639,8782.306640625,0.0457875467836857
-0.0625755199153753,0.456265240907669,0.265575289726257,-0.582955718040466,0.3219895362854,0.183246076107025,12.1879997253418,3.5,0.674003481864929,0.0646394044160843,11517.9169921875,0.0713751167058945
-0.351959519416554,0.63359671831131,0.139602988958359,-1.34072124958038,0.395833343267441,0.270833343267441,2.28800010681152,0.25,0.517176747322083,0.0296217240393162,9285.14453125,0.076147086918354
0.144050921288888,0.448888808488846,0.13411420583725,-0.628784239292145,0.271929830312729,0.320175439119339,1,-1.5,0.737996459007263,0.0064832647331059,14448.37109375,0.0510980971157551
0.344824522606703,0.231888741254807,0.618086695671082,0.74753725528717,0.310447752475739,0.111940301954746,15.8400001525879,8.16666698455811,0.731927096843719,0.0251603368669748,11128.5,0.0319239795207977
0.0206311270749456,0.365579634904861,0.236558362841606,0.353212803602219,0.254468083381653,0.114893615245819,17.060001373291,6,0.708638370037079,0.00921104475855827,8163.0810546875,0.0387794710695744
-0.006842059448169,0.375679641962051,0.277973413467407,0.149579182267189,0.251400113105774,0.126633480191231,99.3400039672852,30.75,0.664418578147888,0.0239763781428337,10302.6953125,0.0386626347899437
-0.950175333226382,0.957663655281067,0.0839071050286293,-1.22903370857239,0.419047623872757,0.290476202964783,0.388000071048737,-0.666666686534882,0.581795454025269,0.0510015115141869,10646.962890625,0.0304586291313171
-0.675898403102255,0.84960800409317,0.149146631360054,-2.61853289604187,0.673267304897308,0.34851485490799,11,4.16666650772095,0.702141284942627,0.016992686316371,11344.7822265625,0.0725182890892029
-0.414699976775739,0.541082382202148,0.101629994809628,0.00473285280168056,0.218390807509422,0.154022991657257,10.2600002288818,3.08333325386047,0.603644251823425,0.00135944946669042,10101.193359375,0.0518337413668633
